1102072002,110207,Pulo Piku
1102072003,110207,Terutung Kute
1102072004,110207,Kute Ujung
1102072005,110207,Lawe Stul
1102072006,110207,Kite Merangun
1102072007,110207,Mamas
1102072008,110207,Tanjung Lama
1102072009,110207,Tanjung Muda
1102072010,110207,Rambung Teldak
1102072011,110207,Tanjung Aman
1102072012,110207,Sri Muda
1102072013,110207,Ujung Baru
1102072014,110207,Kute Rambe
1102072015,110207,Mamas Baru
1102072016,110207,Rambung Jaya
1102072017,110207,Makmur Jaya
1102072018,110207,Darul Makmur
1102072019,110207,Tanjung Bakhu
1102072020,110207,Pulo Gabung
1102072021,110207,Kokhtan Jaya
1102072022,110207,Istiqamah
1102072023,110207,Lawe Mamas Indah
1102072024,110207,Tanjung Leuser
1102072025,110207,Simpang IV Tanjung
1102072026,110207,Lawe Pinis
1102072027,110207,Buntul Kendawi
1102072028,110207,Kuning Abadi
1102082001,110208,Pasir Gala
1102082002,110208,Pasir Penjengakan
1102082003,110208,Kutambaru
1102082004,110208,Lawe Sagu Hulu
1102082005,110208,Lawe Sagu Hilir
1102082006,110208,Kute Bantil
1102082011,110208,Lawe Kolok
1102082012,110208,Lawe Rutung
1102082013,110208,Kampung Nangka
1102082014,110208,Tenembak Juhar
1102082015,110208,Simpang Empat
1102082016,110208,Kuta Buluh Botong
1102082017,110208,Katambaru Becawan
1102082018,110208,Lawe Kinge
1102082019,110208,Kandang Mbelang Mandiri
1102082020,110208,Mbacang Racun
1102082021,110208,Telaga Mekar
1102082023,110208,Pulonas Baru
1102082025,110208,Kuta Genting
1102082026,110208,Pangguh
1102082027,110208,Lawe Sagu
1102082028,110208,Pekhapet Timur
1102082029,110208,Bahagia
1102082030,110208,Kute Galuh Asli
1102092001,110209,Kute Lengat Pangan
1102092002,110209,Kute Lengat Selian
1102092003,110209,Tualang Baru
1102092004,110209,Alur Buluh
1102092005,110209,Maha Singkil
1102092006,110209,Tenembak Bintang
1102092007,110209,Kute Lingga
1102092008,110209,Rikit Bur
1102092010,110209,Kerukunan
1102092011,110209,Lawe Dua
1102092012,110209,Rema
1102092013,110209,Bambel Baru
1102092014,110209,Pejuang
1102092015,110209,Darussalam
1102092016,110209,Amaliah
1102092017,110209,Sebudi Jaya
1102092018,110209,Gumpang
1102092019,110209,Kute Gekhat
1102092020,110209,Paye Khambung
1102092021,110209,Mbak Sako
1102092022,110209,Darul Imami
1102092023,110209,Rikit Bur II
1102092024,110209,Kute Empat Lima
1102102001,110210,Simpang Semadam
1102102002,110210,Semadam Awal
1102102003,110210,Semadam Asal
1102102004,110210,Lawe Kinga Gabungan
1102102005,110210,Lawe Kinga Tebing Tinggi
1102102006,110210,Kebun Sere
1102102007,110210,Lawe Beringin Horas
1102102008,110210,Lawe. Berigin Gayo
1102102009,110210,Suka Makmur
1102102010,110210,Pasar Puntung
1102102011,110210,Titi Pasir
1102102012,110210,Lawe Petanduk I
1102102013,110210,Ngkeran Alur Buluh
1102102014,110210,Kampung Baru
1102102015,110210,Sepakat Segenap
1102102016,110210,Selamat Indah
1102102017,110210,Lawe Kinge Lapter
1102102018,110210,Lawe Mejile
1102102019,110210,Lawe Petanduk-II
1102112004,110211,Titi Mas
1102112005,110211,Meranti
1102112006,110211,Kute Lang-Lang
1102112007,110211,Lawe Sumur
1102112008,110211,Pardamaian
1102112009,110211,Salim Pipit
1102112010,110211,Penguhapan
1102112011,110211,Lumban Tua
1102112012,110211,Mutiara Damai
1102112013,110211,Dolok Nauli
1102112014,110211,Tuhi Jongkat
1102112015,110211,Uning Sigugur
1102112016,110211,Lumban Sitio-tio
1102112017,110211,Lawe Malum
1102112018,110211,Alur Baning
1102112019,110211,Lingga Alas
1102112020,110211,Khambung Tumbung
1102112021,110211,Tuah Mesade
1102112022,110211,Sumukh Alas
1102112023,110211,Alukh Bakhu
1102112024,110211,Sepekhinding
1102112025,110211,Tanoh Subukh
1102112026,110211,Pinggan Mbelang
1102112027,110211,Sigai Indah
1102112028,110211,Ukekh Deleng
1102112029,110211,Alas Mesikhat
1102112030,110211,Titi Hakhapen
1102122001,110212,Aunan Sepakat
1102122002,110212,Lawe Penanggalan
1102122003,110212,Lawe Mengkudu
1102122004,110212,Jambur Lak-lak
1102122005,110212,Simpang Tiga Jongar
1102122006,110212,Jongar Asli
1102122007,110212,Ketambe
1102122008,110212,Rumah Bundar
1102122009,110212,Penyeberangan Cingkam
1102122010,110212,Deleng Damar
1102122011,110212,Bintang Bener
1102122012,110212,Suka Rimbun
1102122013,110212,Lawe Aunan
1102122014,110212,Bener Bepapah
1102122015,110212,Penungkunen
1102122016,110212,Datok Pining
1102122017,110212,Kati Maju
1102122018,110212,Leuser
1102122019,110212,Jati Sara
1102122020,110212,Bukit Mbakhu
1102122021,110212,Kayu Metangur
1102122022,110212,Lawe Sembekan
1102122023,110212,Lawe Beringin
1102122024,110212,Lawe Ger-Ger
1102122025,110212,Simpur Jaya
1102132001,110213,Salang Baru
1102132002,110213,Ranto Dior
1102132003,110213,Lembah Alas
1102132004,110213,Tenembak Lang-Lang
1102132005,110213,Salang Sigotom
1102132006,110213,Tualang Lama
1102132007,110213,Gusung Batu
1102132008,110213,Kaya Pangur
1102132009,110213,Sepakat
1102132010,110213,Lawe Pangkat
1102132011,110213,Bunga Melur
1102132012,110213,Penampaan
1102132013,110213,Terutung Mbelang
1102132014,110213,Salang Muara
1102132015,110213,Lawe Hakhum
1102132016,110213,Tanoh Khukahen
1102132017,110213,Tading Ni Ulihi
1102132018,110213,Peseluk Pesimbe
1102132019,110213,Kane Lot
1102132020,110213,Muhajirin
1102132021,110213,Beriring Naru
1102132022,110213,Kati Jeroh
1102142001,110214,Terutung Megara Lawe Pasaran
1102142002,110214,Kisam Gabungan
1102142003,110214,Kisam Kute Pasir
1102142004,110214,Lawe Sumur
1102142005,110214,Lawe Sumur Baru
1102142006,110214,Kute Lesung
1102142007,110214,Berandang
1102142008,110214,Kute Bunin
1102142009,110214,Buah Pala
1102142010,110214,Panosan
1102142011,110214,Lawe Pasaran Tengku Mbelin
1102142012,110214,Terutung Megahke MBakhu
1102142013,110214,Kisam Lestari
1102142014,110214,Kisam Kute Rambe
1102142015,110214,Lawe Polak
1102142016,110214,Lawes Sumur Sepakat
1102142017,110214,Setia Baru
1102142018,110214,Teger Miko
1102152001,110215,Salim Pinim I
1102152002,110215,Jambur Damar
1102152003,110215,Alur Langsat
1102152004,110215,Rambah Sayang
1102152006,110215,Rumah Luar
1102152007,110215,Tenembak Alas
1102152008,110215,Lawe Tungkal
1102152009,110215,Salim Pinim II
1102152010,110215,Jambukh Pekhmate
1102152011,110215,Khutung Mbelang
1102152012,110215,Timang Rasa
1102152013,110215,Stambul Jaya
1102152014,110215,Alur Nangke
1102152015,110215,Kute Mejile
1102162001,110216,Bintang Alga Musara
1102162002,110216,Bintang Bukit Indah
1102162003,110216,Tanjung Sari
1102162004,110216,Bun-bun Alas
1102162005,110216,Naga Timbul
1102162006,110216,Gunung Pak-Pak
1102162007,110216,Bukit Meriah
1102162008,110216,Permata Musara
1102162009,110216,Laut Tawar
1102162010,110216,Kane Mende
1102162011,110216,Lawe Sekhakut
1102162012,110216,Bunbun Indah
1102162013,110216,Suka Damai
1102162014,110216,Tuah Kekhine
1102162015,110216,Punce Nali
1102162016,110216,Sade Ate
1102162017,110216,Akhih Majile
1102162018,110216,Ukhat Peseluk
1102162019,110216,Tunas Mude
1102162020,110216,Gaye Sendah
1102162021,110216,Kute Hakhapen
1102162022,110216,Kompas
1102162023,110216,Sepakat
1103012001,110301,Alue Luddin Sa
1103012002,110301,Alue Luddin Dua
1103012003,110301,Alue Dalam
1103012004,110301,Dama Pulo Sa
1103012005,110301,Dama Pulo Dua
1103012006,110301,Buket Kulam
1103012007,110301,Seuneubok Teungoh
1103012008,110301,Jungka Gajah
1103012009,110301,Seuneubok Simpang
1103012010,110301,Matang Pineung
1103012011,110301,Lhok Geulumpang
1103012012,110301,Blang Buket
1103012013,110301,Meunasah Keutapang
1103012014,110301,Buket Rumia
1103012015,110301,Alue Gadeng
1103012016,110301,Kapai Baro
1103012017,110301,Seuneubok Tuha Sa
1103012018,110301,Seuneubok Tuha Dua
1103012019,110301,Seuneubok Buloh
1103012020,110301,Gaseh Sayang
1103012021,110301,Alue Lhok
1103012022,110301,Trieng Gadeng
1103012023,110301,Grong-Grong
1103012024,110301,Matang Geuto
1103012025,110301,Alue Merbo
1103012026,110301,Buket Raya
1103012027,110301,Gampong Keude
1103012028,110301,Peukan Idi Cut
1103012029,110301,Gampong Beunot
1103012030,110301,Seuneubok Baroh
1103012031,110301,Teupin Drum
1103012032,110301,Kuala Idi Cut
1103012034,110301,Seuneubok Aceh
1103012035,110301,Gampong Baro
1103012036,110301,Bagok Panah Sa
1103012037,110301,Bagok Panah Dua
1103012038,110301,Bagok Panah Lhee
1103012039,110301,Bagok Panah Peut
1103012040,110301,Buket Tualang
1103012041,110301,Keumuneng Sa
1103012042,110301,Keumuneng Dua
1103012043,110301,Keumuneng Lhee
1103012044,110301,Keumuneng Peut
1103012045,110301,Keumuneng Limong
1103012046,110301,Meunasah Blang
1103022001,110302,Blang Keumahang
1103022002,110302,Blang Jambee
1103022003,110302,Keumuneng
1103022004,110302,Ladang Baro
1103022005,110302,Buket Panyang
1103022006,110302,Seuneubok Rambong
1103022007,110302,Seuneubok Baro
1103022008,110302,Blang Mideun
1103022009,110302,Paya Bakong
1103022010,110302,Teupin Raya
1103022011,110302,Lhok Rambong
1103022012,110302,Julok Tunong
1103022013,110302,Ulee Ateung
1103022014,110302,Ulee Blang
1103022015,110302,Labuhan
1103022016,110302,Naleung
1103022017,110302,Mane Rampak
1103022018,110302,Matang
1103022019,110302,Blang Uyok
1103022020,110302,Blang Pauh Sa
1103022021,110302,Blang Pauh Dua
1103022022,110302,Ulee Tanoh
1103022023,110302,Keude Kuta Binjei
1103022024,110302,Bukit Seroja
1103022025,110302,Kuala Geulumpang
1103022026,110302,Gampong Baro
1103022027,110302,Tumpok Teungoh
1103022028,110302,Seumatang
1103022029,110302,Ujong Tunong
1103022030,110302,Bukit Dindeng
1103022031,110302,Paya Pasi
1103022032,110302,Alue Cek Doi
1103022033,110302,Blang Gleum
1103022034,110302,Tanjong Tok Blang
1103022035,110302,Buket Makmu
1103022036,110302,Lhok Seuntang
1103022037,110302,Simpang Lhee
1103032001,110303,Gampong Jawa
1103032002,110303,Keude Blang
1103032003,110303,Tanoh Anoe
1103032004,110303,Kuala Peudawa Puntong
1103032005,110303,Gampong Aceh
1103032006,110303,Kuta Blang
1103032007,110303,Gampong Tanjong
1103032008,110303,Blang Geulumpang
1103032009,110303,Meunasah Pu'uk
1103032010,110303,Bantayan Timu
1103032011,110303,Keutapang Mameh
1103032012,110303,Seuneubok Rambong
1103032013,110303,Kuala Idi
1103032014,110303,Keude Aceh
1103032023,110303,Seuneubok Bacee
1103032029,110303,Titi Baro
1103032047,110303,Tanjong Kapai
1103032048,110303,Alue Dua Muka O
1103032049,110303,Alue Dua Muka S
1103032050,110303,Ulee Blang
1103032051,110303,Buket Jok
1103032052,110303,Buket Meulinteung
1103032053,110303,Gampong Jalan
1103032054,110303,Teupin Batee
1103032055,110303,Buket Langa
1103032056,110303,Buket Pala
1103032057,110303,Buket Juara
1103032058,110303,Seuneubok Tutong
1103032059,110303,Seuneubok Tuha
1103032060,110303,Sampoimah
1103032061,110303,Dama pulo
1103032062,110303,Gureb Blang
1103032064,110303,Gampong Baro
1103032065,110303,SeuneubokTeungoh P.Puntong
1103032067,110303,Kuta Lawah
1103042001,110304,Jambo Labu
1103042002,110304,Alue Canang
1103042003,110304,Alue Drien
1103042004,110304,Buket Tiga
1103042005,110304,Benteng
1103042006,110304,Afeling II Bukit
1103042007,110304,Keumuneng Hulu
1103042008,110304,Peutow
1103042009,110304,Alue Buloh
1103042010,110304,Alue Teh
1103042011,110304,Paya Rambong
1103042012,110304,Alue Gadeng SA
1103042013,110304,Paya Tampah
1103042014,110304,Paya Bili Dua
1103042015,110304,Paya Bili Sa
1103042016,110304,Paya Peulawi
1103042017,110304,Keude Birem
1103042018,110304,Bayeun
1103042019,110304,Aramiyah
1103042020,110304,Blang Tualang
1103042021,110304,Buket Seuleumak
1103042022,110304,Birem Rayeuk
1103042023,110304,Alue Gadeng
1103042024,110304,Alue Gadeng Dua
1103042025,110304,Alue Sentang
1103042026,110304,Merbou Dua
1103042027,110304,Alue Nyamoek
1103052001,110305,Lokop
1103052002,110305,Terujak
1103052003,110305,Tualang
1103052004,110305,Leles
1103052005,110305,Ujung Karang
1103052006,110305,Nalon
1103052007,110305,Jering
1103052008,110305,Loot
1103052009,110305,Seku Alan
1103052010,110305,Sunti
1103052011,110305,Umah Taring
1103052012,110305,Bunin
1103052013,110305,Sembuang
1103052014,110305,Seuleumak
1103052015,110305,Mesir
1103052016,110305,Rampah
1103052022,110305,Arul Durin
1103062001,110306,Keude Bagok Sa
1103062002,110306,Keude Bagok Dua
1103062003,110306,Asan Tanjong
1103062004,110306,Bantayan
1103062005,110306,Matang Seuleumak
1103062006,110306,Teupin Pukat
1103062007,110306,Matang Neuheun
1103062008,110306,Kuala Bagok
1103062009,110306,Meunasah Teungoh
1103062010,110306,Medang Ara
1103062011,110306,Peulawi
1103062012,110306,Baroh Bugeng
1103062013,110306,Seumatang Aron
1103062014,110306,Blang Panjou
1103062025,110306,Pulo U
1103062026,110306,Cot Asan
1103062027,110306,Paya Enjee
1103062028,110306,Seuleumak Muda
1103062029,110306,Matang Panyang
1103062030,110306,Meunasah Hagu
1103062031,110306,Matang Kunyet
1103062032,110306,Buket Panjou
1103062033,110306,Buket Meurak
1103062034,110306,Buket Panyang
